food_code,food_group,food_name,edible_factor,energy_kj,energy_kcal,water_g,protein_g,fat_g,carbohydrate_g,fibre_g,ash_g,ca_mg,fe_mg,mg_mg,p_mg,k_mg,na_mg,zn_mg,se_mcg,vit_a_rae_mcg,vit_a_re_mcg,retinol_mcg,beta_carotene_mcg,thiamin_mg,riboflavin_mg,niacin_mg,folate_dfe_mcg,food_folate_mcg,vit_b12_mcg,vit_c_mg
13030,13 CONDIMENTS AND SPICES,"Tamarind, fruit, fresh, raw",,1260.0,298.0,20.8,2.0,0.2,69.5,5.3,2.2,105.0,9.2,83.0,105.0,836.0,25.0,0.58,2.0,0.0,0.0,0.0,1.54,0.34,0.07,1.6,10.0,10.0,0.0,3.6
13031,13 CONDIMENTS AND SPICES,"Tomato, sauce (Ketchup)",,,,,,,,,,,,,,,,,,22.0,43.0,0.0,260.0,0.0,0.1,1.3,16.0,16.0,0.0,0.0
13032,13 CONDIMENTS AND SPICES,"Tomato, paste, with added salt",1.0,329.0,78.0,76.2,3.2,0.3,13.6,4.1,3.0,30.0,1.7,43.0,71.0,911.0,630.0,0.57,4.0,113.0,225.0,0.0,1350.0,0.13,0.13,2.8,17.0,17.0,0.0,15.0
13033,13 CONDIMENTS AND SPICES,"Tomato, soup, condensed, canned",,,,,,,,,,,,,,,,,,11.0,22.0,0.0,130.0,0.3,0.0,1.3,3.0,3.0,0.0,4.0
13034,13 CONDIMENTS AND SPICES,"Turmeric, dried, ground",1.0,1260.0,300.0,13.7,6.3,3.1,51.7,20.0,5.2,500.0,39.0,225.0,284.0,1250.0,25.0,3.6,4.3,80.0,161.0,0.0,965.0,0.26,0.23,3.4,85.0,85.0,0.0,30.0
13035,13 CONDIMENTS AND SPICES,"Yeast, dry powder",,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,2.8,4.0,8.5,4000.0,4000.0,0.0,0.0
14002,14 INSECTS,"Grasshopper, Green, Fresh, Raw",1.0,872.0,210.0,66.3,14.5,16.3,0.7,1.3,0.9,9.0,5.6,11.0,47.0,125.0,121.0,5.81,,94.0,94.0,94.0,0.0,,0.93,3.6,1.0,1.0,,0.6
14004,14 INSECTS,"Termite, Fresh, Raw",1.0,1530.0,367.0,36.8,30.9,27.0,0.0,2.7,3.8,1460.0,8.3,15.0,780.0,200.0,4.0,,,224.0,224.0,224.0,0.0,,4.18,2.8,0.0,0.0,,0.7
15002,15 MIXED DISHES,"Sorghum, Finger Millet and Maize Porridge",174.0,41.0,89.8,1.3,0.9,6.3,1.3,0.4,,33.0,0.5,14.0,47.0,57.0,10.0,0.27,2.0,7.0,7.0,7.0,3.0,0.02,0.05,0.3,5.0,5.0,0.09,0.0
15004,15 MIXED DISHES,Mahamri (Swahili Doughnuts),1730.0,413.0,22.8,6.0,22.1,46.6,2.1,0.4,,20.0,2.8,19.0,113.0,101.0,4.0,0.56,0.0,41.0,42.0,41.0,1.0,0.43,0.3,2.7,,60.0,0.34,0.1
15006,15 MIXED DISHES,Maize and Finger Millet Flour Ugali,562.0,133.0,64.0,3.1,1.3,24.0,6.6,1.0,,79.0,2.9,48.0,112.0,158.0,6.0,0.73,5.0,0.0,0.0,0.0,0.0,0.07,0.02,1.2,24.0,24.0,0.0,0.0
15008,15 MIXED DISHES,Cassava and Red Sorghum Ugali,489.0,116.0,69.6,2.1,0.8,23.4,3.4,0.7,,24.0,0.9,38.0,74.0,163.0,9.0,0.5,5.0,0.0,0.0,0.0,3.0,0.05,0.04,0.7,14.0,14.0,0.0,0.5
15010,15 MIXED DISHES,"Sorghum, Maize flour & Finger Millet Ugali",634.0,150.0,61.0,1.9,0.7,32.1,3.6,0.7,,26.0,1.3,33.0,61.0,92.0,5.0,0.44,5.0,0.0,0.0,0.0,1.0,0.04,0.02,0.7,11.0,11.0,0.0,0.0
15012,15 MIXED DISHES,"Cassava, Millet & Sorghum Porridge",194.0,46.0,87.9,0.5,0.1,10.2,1.0,0.3,,18.0,0.4,10.0,15.0,47.0,6.0,0.12,1.0,0.0,0.0,0.0,1.0,0.01,0.01,0.2,4.0,4.0,0.0,0.1
15014,15 MIXED DISHES,Finger Millet Porridge (Uji wa Wimbi),168.0,40.0,88.8,0.7,0.2,7.8,2.1,0.4,,35.0,1.1,16.0,17.0,52.0,4.0,0.16,2.0,0.0,0.0,0.0,0.0,0.01,0.0,0.4,6.0,6.0,0.0,0.0
15016,15 MIXED DISHES,Rice Flour Porridge (Uji wa Mchele),235.0,56.0,87.5,0.6,1.3,10.2,0.2,0.1,,4.0,0.1,5.0,17.0,26.0,5.0,0.11,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.2,1.0,1.0,0.0,0.1
15018,15 MIXED DISHES,“Busara” (Whole Maize and Finger Millet Porridge),170.0,40.0,88.6,1.0,0.3,7.3,2.5,0.4,,60.0,1.9,20.0,32.0,41.0,4.0,0.22,2.0,0.0,0.0,0.0,0.0,0.02,0.01,0.5,8.0,8.0,0.0,0.0
15020,15 MIXED DISHES,Brown Chapati,1720.0,413.0,20.5,7.3,22.9,40.9,7.2,1.2,,23.0,2.4,76.0,182.0,213.0,120.0,1.5,25.0,1.0,1.0,1.0,1.0,0.29,0.08,2.0,,0.0,0.0,0.0
15022,15 MIXED DISHES,Fried Egg (Mayai ya Kukaangwa),926.0,223.0,64.2,13.1,17.9,2.5,0.0,2.4,,56.0,1.8,14.0,186.0,132.0,717.0,1.16,23.0,192.0,192.0,192.0,0.0,0.11,0.5,0.0,60.0,60.0,1.66,0.0
15024,15 MIXED DISHES,Spanish Omelette,667.0,161.0,74.0,7.5,12.9,3.2,0.8,1.6,,35.0,1.3,13.0,112.0,135.0,409.0,0.75,12.0,110.0,119.0,102.0,102.0,0.08,0.28,0.2,40.0,40.0,0.88,20.3
15026,15 MIXED DISHES,Vegetable Samosa (Sambusa ya Mboga),1360.0,325.0,30.2,8.5,13.1,40.2,6.2,1.7,,55.0,3.8,35.0,144.0,333.0,243.0,1.76,1.0,138.0,237.0,39.0,1185.0,0.46,0.31,3.2,,52.0,0.33,23.7
15028,15 MIXED DISHES,Tosti Mayai (Egg Toast),1180.0,280.0,40.3,12.5,10.7,32.4,1.9,2.1,,56.0,2.1,25.0,167.0,152.0,587.0,1.2,20.0,106.0,106.0,106.0,0.0,0.14,0.29,2.2,47.0,47.0,1.0,0.0
15030,15 MIXED DISHES,“Terere” (Stir fried amaranth leaves),342.0,83.0,80.6,3.0,5.3,2.9,5.5,2.7,,192.0,4.9,87.0,72.0,442.0,161.0,0.75,14.0,209.0,418.0,0.0,2510.0,0.03,0.16,0.6,37.0,37.0,0.0,49.3
15032,15 MIXED DISHES,Stir-fried Cabbage,411.0,100.0,82.7,1.2,8.6,3.1,2.4,1.9,,48.0,0.6,11.0,43.0,305.0,510.0,0.24,1.0,0.0,0.0,0.0,1.0,0.04,0.04,0.4,11.0,11.0,0.0,38.6
15034,15 MIXED DISHES,Pumpkin Leaves,410.0,99.0,80.8,3.2,6.7,5.5,1.5,2.3,,166.0,2.0,51.0,101.0,236.0,332.0,0.67,2.0,61.0,107.0,16.0,548.0,0.03,0.16,0.6,17.0,17.0,0.24,10.7
15036,15 MIXED DISHES,Pilau (Spiced Rice),895.0,213.0,56.3,6.9,9.4,24.8,1.1,1.5,,19.0,1.3,20.0,138.0,285.0,349.0,1.24,3.0,5.0,8.0,2.0,39.0,0.04,0.1,1.5,12.0,12.0,0.4,5.9
15038,15 MIXED DISHES,Mseto wa Maharagwe (Add Rice with Beans),807.0,193.0,58.2,5.0,7.9,23.5,3.8,1.7,,27.0,1.3,24.0,129.0,172.0,356.0,0.76,1.0,3.0,5.0,0.0,27.0,0.06,0.06,0.6,29.0,29.0,0.0,2.3
15040,15 MIXED DISHES,"Fiqe (Red Sorghum, Beans and Teff Flour)",807.0,192.0,52.5,7.2,5.8,24.2,7.4,2.9,,170.0,3.5,77.0,214.0,315.0,495.0,1.4,4.0,82.0,131.0,34.0,584.0,0.15,0.12,1.4,62.0,62.0,0.0,24.0
15042,15 MIXED DISHES,Qita (Maize and Wheat flour pancake),1020.0,241.0,44.3,5.1,5.6,41.2,2.8,0.9,,24.0,2.8,28.0,131.0,105.0,158.0,1.81,0.0,62.0,63.0,61.0,10.0,0.35,0.23,2.4,,28.0,0.15,0.2
15044,15 MIXED DISHES,Mchuzi wa ndengu (Green Gram Stew),454.0,109.0,74.4,6.3,4.2,9.3,4.0,1.7,,33.0,1.6,43.0,61.0,184.0,243.0,0.57,5.0,4.0,8.0,0.0,46.0,0.08,0.04,0.4,71.0,71.0,0.0,2.1
15046,15 MIXED DISHES,Mchuzi wa Ndengu Kamande (Lentil Stew),455.0,108.0,72.8,7.1,3.0,11.1,4.5,1.6,,26.0,2.0,28.0,81.0,183.0,275.0,0.93,8.0,3.0,7.0,0.0,40.0,0.08,0.05,0.6,22.0,22.0,0.0,4.3
15048,15 MIXED DISHES,Mbuboyi (Blood Cooked in Fresh Milk),410.0,97.0,76.2,11.5,2.0,8.3,0.0,2.0,,57.0,13.9,8.0,62.0,199.0,361.0,1.08,17.0,,,65.0,,0.05,0.17,0.2,,,,
15051,15 MIXED DISHES,"Ugali (Cassava, Fingermillet and Sorghum Flour Ugali)",613.0,145.0,61.3,2.0,0.6,30.7,4.3,1.1,,69.0,1.7,40.0,70.0,236.0,11.0,0.53,4.0,0.0,1.0,0.0,4.0,0.05,0.04,0.9,18.0,18.0,0.0,0.8
15053,15 MIXED DISHES,Githeri (stewed Maize & Beans),661.0,157.0,60.4,6.7,4.2,19.7,7.2,1.8,,39.0,2.2,41.0,214.0,281.0,233.0,1.01,2.0,0.0,1.0,0.0,2.0,0.1,0.06,0.8,52.0,52.0,0.0,0.5
15055,15 MIXED DISHES,Githeri (Sauteed Fresh Maize and beans),773.0,185.0,55.3,6.9,7.2,17.8,10.5,2.2,,41.0,2.2,43.0,222.0,308.0,335.0,1.32,3.0,2.0,5.0,0.0,27.0,0.12,0.08,1.0,57.0,57.0,0.0,0.8
15058,15 MIXED DISHES,Stewed Potatoes & Arrowroots,380.0,90.0,78.0,1.9,2.1,15.0,1.8,1.2,,8.0,0.9,17.0,38.0,401.0,173.0,0.44,1.0,3.0,7.0,0.0,40.0,0.08,0.05,1.0,12.0,12.0,0.0,7.1
15060,15 MIXED DISHES,Githeri (Fresh beans and Maize),751.0,180.0,57.0,7.8,7.6,15.1,10.4,2.2,,17.0,1.7,24.0,119.0,319.0,433.0,1.21,3.0,6.0,13.0,0.0,76.0,0.13,0.09,1.4,54.0,54.0,0.0,9.2
15062,15 MIXED DISHES,Mukimo wa Njahi (Raw & Ripe Bananas),636.0,151.0,57.7,6.4,0.6,26.6,6.5,2.2,,24.0,2.2,54.0,103.0,437.0,229.0,0.79,3.0,1.0,2.0,0.0,12.0,0.15,0.07,0.8,14.0,14.0,,9.8
15064,15 MIXED DISHES,Vimumunya vya Chumvi (Pumpkin & Coconut Milk),297.0,72.0,85.8,1.3,4.9,4.6,1.9,1.5,,16.0,0.3,13.0,39.0,183.0,325.0,0.25,1.0,88.0,176.0,0.0,1060.0,0.05,0.05,0.6,22.0,22.0,0.0,5.5
15066,15 MIXED DISHES,Biryani rice,641.0,152.0,65.3,2.7,3.2,27.9,0.3,0.6,,9.0,0.3,9.0,52.0,22.0,180.0,0.47,0.0,0.0,0.0,0.0,0.0,0.02,0.04,0.4,3.0,3.0,0.0,0.0
15067,15 MIXED DISHES,Vimumunya vya Sukari (Sweetened Pumpkin & Coconut Milk),390.0,93.0,79.0,1.1,3.0,14.5,1.8,0.6,,14.0,0.3,11.0,31.0,155.0,15.0,0.21,1.0,81.0,162.0,0.0,973.0,0.05,0.04,0.5,19.0,19.0,0.0,5.0
15068,15 MIXED DISHES,Wukunu (Sweet potatoes & Dehulled Black Beans),396.0,94.0,73.0,4.1,0.6,15.8,4.6,1.9,,,,,,,,,,,,,,,,,,,,
15069,15 MIXED DISHES,Mushenye (Green Maize and Sweet Potatoes),641.0,153.0,60.4,7.1,4.1,17.6,8.6,2.1,,44.0,2.3,51.0,196.0,340.0,242.0,1.07,3.0,1.0,3.0,0.0,16.0,0.15,0.07,1.6,50.0,50.0,0.0,5.9
15070,15 MIXED DISHES,Ingokho (Stewed Chicken),883.0,211.0,59.7,18.3,12.3,6.4,1.1,2.3,,,,,,,,,,,,,,,,,,,,
15071,15 MIXED DISHES,Malesele (Cow Blood with Sour Milk),1400.0,335.0,37.5,20.0,21.2,15.4,1.0,4.9,,85.0,24.8,19.0,123.0,831.0,1070.0,1.85,29.0,,,106.0,,0.1,0.25,0.7,,,,
15072,15 MIXED DISHES,Tsiswa (Stewed termites),2140.0,515.0,10.5,31.6,38.8,7.3,5.1,6.8,,,,,,,,,,,,,,,,,,,,
15073,15 MIXED DISHES,Ingokho (Fried Chicken),2220.0,532.0,6.8,44.6,35.3,9.1,0.0,4.3,,31.0,5.6,38.0,492.0,410.0,932.0,2.13,39.0,134.0,134.0,134.0,0.0,0.18,0.25,12.3,13.0,13.0,0.97,2.3
15074,15 MIXED DISHES,Wali wa Kuchemshwa (Boiled Rice),584.0,138.0,67.1,2.7,2.0,27.2,0.2,0.7,,,,,,,,,,,,,,,,,,,,
15075,15 MIXED DISHES,Wali wa Yasmin (Onion Fried Rice),779.0,185.0,58.9,3.2,5.1,31.2,0.6,1.0,,13.0,0.5,12.0,61.0,46.0,275.0,0.53,1.0,0.0,0.0,0.0,1.0,0.02,0.05,0.5,4.0,4.0,0.0,0.9
15076,15 MIXED DISHES,Stir-fried Spinach,307.0,74.0,84.4,2.8,5.4,2.0,3.3,2.1,,,,,,,,,,,,,,,,,,,,
15077,15 MIXED DISHES,Thabai / Thaa (Stinging Nettle Leaves),143.0,34.0,92.3,1.2,2.4,1.9,0.6,1.8,,132.0,1.4,28.0,26.0,113.0,312.0,0.14,1.0,0.0,1.0,0.0,4.0,0.01,0.06,0.2,62.0,62.0,0.0,1.0
15078,15 MIXED DISHES,Rhikhuvi (Stewed Cowpea Leaves),630.0,152.0,74.1,3.2,13.3,3.5,3.2,2.8,,,,,,,,,,,,,,,,,,,,
15079,15 MIXED DISHES,Kunde and Mrenda (Stewed Cowpeas and Jute Mallow leaves),238.0,57.0,83.5,3.7,2.0,4.4,3.3,3.1,,158.0,2.4,23.0,93.0,244.0,761.0,0.64,2.0,84.0,147.0,21.0,757.0,0.1,0.29,0.4,38.0,38.0,0.28,13.1
15080,15 MIXED DISHES,Obwoba (Stewed Mushrooms in Peanut Butter),487.0,117.0,73.3,4.9,6.3,8.3,3.8,3.4,,,,,,,,,,,,,,,,,,,,
15081,15 MIXED DISHES,Chai ya Maziwa (Mixed Tea),153.0,36.0,92.1,1.1,1.2,5.4,0.0,0.3,,42.0,0.0,5.0,40.0,45.0,15.0,0.21,1.0,14.0,14.0,13.0,6.0,0.0,0.0,0.0,1.0,1.0,0.17,0.0
15083,15 MIXED DISHES,Kimanga cha Ndizi (Smoked Green Bananas and Kidney Beans),614.0,146.0,57.7,6.5,0.9,24.1,7.7,3.1,,46.0,2.0,43.0,188.0,401.0,485.0,0.89,2.0,2.0,3.0,0.0,20.0,0.1,0.09,0.9,48.0,48.0,0.0,0.8
15085,15 MIXED DISHES,Ndoto (Sauteed Red Kidney Beans & Red Sorghum),806.0,193.0,56.4,5.7,7.9,21.3,7.0,1.9,,25.0,1.8,53.0,162.0,211.0,270.0,0.89,6.0,0.0,1.0,0.0,3.0,0.08,0.05,1.0,35.0,35.0,0.0,0.4
15087,15 MIXED DISHES,Beef Stew,756.0,181.0,65.7,17.7,10.4,3.8,0.8,1.7,,12.0,11.2,27.0,257.0,264.0,315.0,3.48,18.0,14.0,21.0,7.0,89.0,0.01,0.2,3.3,7.0,7.0,1.16,7.7
15088,15 MIXED DISHES,"Munono (Cow blood, beef, cow fat)",,,,,,,,,,,,,,,,,,,,34.0,,0.03,0.18,2.6,,,,
15089,15 MIXED DISHES,Osarge Ogkole (Fresh blood and Fresh milk),340.0,81.0,82.5,6.1,3.1,7.0,0.0,1.2,,101.0,4.7,11.0,105.0,161.0,148.0,0.79,8.0,,,49.0,,0.02,0.23,0.1,,,,
15091,15 MIXED DISHES,Kitojo (Sweet Potato Leaves),596.0,144.0,74.6,3.9,12.7,1.4,4.6,2.9,,97.0,0.9,51.0,31.0,500.0,648.0,0.26,1.0,138.0,276.0,0.0,1653.0,0.07,0.26,0.9,2.0,2.0,0.0,8.1
15093,15 MIXED DISHES,Nchenga/ Nzenga (Crushed Maize),542.0,129.0,69.5,2.2,3.9,20.3,1.8,2.2,,13.0,0.3,11.0,22.0,85.0,552.0,0.16,0.0,87.0,173.0,0.0,1038.0,0.03,0.01,0.2,5.0,5.0,0.0,1.5
15095,15 MIXED DISHES,Likhanga (Stewed Guinea Fowl),642.0,154.0,69.7,15.8,9.0,2.0,0.7,2.7,,31.0,2.0,22.0,152.0,240.0,736.0,1.25,18.0,10.0,18.0,2.0,96.0,0.02,0.15,2.4,7.0,7.0,0.14,8.4
15097,15 MIXED DISHES,Stewed Green Bananas,350.0,84.0,81.8,1.0,3.8,10.4,2.2,0.8,,9.0,0.7,15.0,24.0,175.0,100.0,0.21,1.0,6.0,13.0,0.0,75.0,0.03,0.03,0.3,10.0,10.0,0.0,13.2
15099,15 MIXED DISHES,Stir Fried Goat Meat,1600.0,383.0,30.2,32.1,23.3,10.4,1.7,2.3,,33.0,4.1,50.0,424.0,465.0,221.0,5.74,43.0,42.0,60.0,24.0,214.0,0.2,0.33,5.4,14.0,14.0,2.84,18.7
15101,15 MIXED DISHES,Omena wa Kukaangwa (Fried Omena),1860.0,450.0,32.8,19.2,39.3,4.6,0.8,3.4,,879.0,2.3,33.0,782.0,281.0,90.0,5.28,7.0,55.0,69.0,41.0,171.0,0.11,0.17,5.4,22.0,22.0,16.78,10.9
15103,15 MIXED DISHES,Mashed Potatoes,449.0,106.0,71.0,2.5,0.2,22.8,1.7,1.8,,10.0,1.4,20.0,82.0,650.0,330.0,0.32,1.0,0.0,0.0,0.0,0.0,0.06,0.03,1.1,42.0,42.0,0.0,6.0
15105,15 MIXED DISHES,Enriched Mashed Potatoes,591.0,141.0,70.4,2.0,6.2,18.6,1.4,1.4,,10.0,1.1,16.0,67.0,529.0,209.0,0.26,1.0,51.0,54.0,48.0,38.0,0.05,0.03,0.9,34.0,34.0,0.0,4.9
15107,15 MIXED DISHES,Stewed Nile Perch,522.0,125.0,74.0,14.3,6.3,2.5,0.5,2.4,,105.0,1.0,26.0,216.0,203.0,596.0,0.51,16.0,16.0,22.0,10.0,68.0,0.01,0.01,1.6,9.0,9.0,0.86,5.2
15110,15 MIXED DISHES,Potato Chips,1370.0,326.0,32.1,4.8,13.6,44.4,3.3,1.9,,17.0,2.7,37.0,159.0,1260.0,13.0,0.63,1.0,0.0,0.0,0.0,0.0,0.11,0.07,2.3,82.0,82.0,0.0,12.0
15112,15 MIXED DISHES,Arrowroot Stew,383.0,91.0,77.8,1.9,2.3,14.9,1.8,1.4,,11.0,0.9,18.0,41.0,431.0,250.0,0.44,1.0,48.0,95.0,0.0,570.0,0.09,0.05,1.1,13.0,13.0,0.0,5.3
15114,15 MIXED DISHES,Black Bean Stew (Dolichos/ Njahi Stew),261.0,62.0,83.6,3.6,1.3,7.7,2.8,1.1,,17.0,1.2,26.0,55.0,175.0,164.0,0.42,2.0,3.0,5.0,0.0,30.0,0.07,0.03,0.4,4.0,4.0,0.0,2.6
15116,15 MIXED DISHES,Mcheleng (Rice with Milk),741.0,176.0,61.5,3.9,5.7,27.2,0.2,1.4,,53.0,0.4,12.0,96.0,73.0,419.0,0.64,1.0,44.0,47.0,42.0,27.0,0.02,0.14,0.3,9.0,9.0,0.2,0.0
15118,15 MIXED DISHES,Nyenyi (Mashed Pigeon Peas & Green Maize),524.0,125.0,66.4,4.9,2.3,17.8,6.5,2.0,,56.0,1.8,41.0,106.0,479.0,273.0,0.89,4.0,23.0,34.0,12.0,130.0,0.14,0.05,1.0,54.0,54.0,0.0,2.9
15120,15 MIXED DISHES,Mashed Pumpkin and Black Nightshade Leaves,277.0,67.0,80.8,3.8,2.4,4.9,5.1,3.0,,91.0,6.7,41.0,75.0,456.0,411.0,0.66,1.0,88.0,176.0,0.0,1050.0,0.09,0.27,1.4,233.0,233.0,0.0,21.5
15122,15 MIXED DISHES,Oatmeal,351.0,83.0,78.3,2.4,1.7,12.9,3.5,1.2,,15.0,1.0,35.0,110.0,82.0,209.0,0.71,10.0,0.0,0.0,0.0,0.0,0.13,0.03,0.2,6.0,6.0,0.0,0.0
15124,15 MIXED DISHES,Enriched Mandazi (East African Doughnuts; Enriched),1590.0,379.0,23.5,7.6,16.1,49.9,2.2,0.8,,45.0,3.3,21.0,134.0,105.0,80.0,0.66,2.0,90.0,92.0,88.0,24.0,0.47,0.36,3.0,,21.0,0.57,0.7
15126,15 MIXED DISHES,Stewed Split Dal,291.0,69.0,81.8,3.7,1.9,8.1,2.7,1.9,,22.0,1.2,21.0,54.0,142.0,459.0,0.42,6.0,9.0,18.0,0.0,105.0,0.05,0.03,0.3,31.0,31.0,0.0,4.8
15128,15 MIXED DISHES,Peas and Brinjal Curry,544.0,131.0,72.5,4.2,8.5,6.6,5.8,2.4,,38.0,2.1,30.0,71.0,253.0,520.0,1.96,2.0,29.0,58.0,0.0,348.0,0.13,0.09,1.1,56.0,56.0,0.0,16.8
15130,15 MIXED DISHES,Rotli (Indian Chapati),1560.0,374.0,21.6,8.0,16.7,43.8,7.9,2.0,,25.0,2.7,83.0,199.0,234.0,354.0,1.64,27.0,44.0,46.0,42.0,25.0,0.32,0.09,2.2,,0.0,0.0,0.0
15132,15 MIXED DISHES,Chaas (Diluted Yoghurt),252.0,60.0,86.6,2.0,2.2,8.0,0.0,1.1,,106.0,0.1,8.0,66.0,93.0,262.0,0.24,2.0,24.0,26.0,23.0,16.0,0.04,0.11,0.0,0.0,0.0,0.12,0.0
15134,15 MIXED DISHES,Minced Meat Balls,659.0,157.0,65.9,8.1,5.4,18.6,0.8,1.3,,14.0,4.4,17.0,126.0,133.0,321.0,1.55,7.0,9.0,16.0,2.0,79.0,0.02,0.1,1.4,5.0,5.0,0.43,4.1
15137,15 MIXED DISHES,Okra Meat Dish,394.0,94.0,80.1,8.2,5.1,3.2,1.3,2.1,,23.0,5.2,24.0,126.0,199.0,559.0,1.65,8.0,15.0,28.0,3.0,151.0,0.03,0.1,1.7,13.0,13.0,0.51,9.3
15139,15 MIXED DISHES,Chick Peas Curry,524.0,126.0,69.2,6.0,5.1,10.3,7.3,2.1,,,,,,,,,,,,,,,,,,,,
15141,15 MIXED DISHES,Pumpkins with Peanut Butter,359.0,86.0,82.7,2.6,5.5,5.4,2.6,1.3,,,,,,,,,,,,,,,,,,,,
